transactionAmount,deviceNew,unusualLocation,failedAttempts,transactionsLastHour,accountAgeDays,fraud
42800.82,0,0,0,0,1357,0
62658.88,0,0,1,2,220,0
40978.02,1,0,0,2,839,0
11852.86,0,0,0,3,237,0
9911.07,0,0,1,4,1075,0
300.5,1,0,0,2,542,0
97167.9,0,0,2,6,1067,1
52642.49,0,0,0,4,89,0
18146.31,0,0,0,2,776,0
38307.53,0,1,1,3,116,0
19731.38,0,1,1,1,508,0
12192.77,0,0,0,4,1467,0
98703.61,0,0,0,3,352,0
12912.69,0,0,1,2,1302,0
214.48,0,0,2,5,235,0
77064.12,1,1,1,2,535,1
90522.87,0,1,0,2,1429,1
79255.86,0,0,1,3,805,0
46155.95,0,1,3,3,515,0
72736.56,1,0,0,2,615,0
63990.08,0,0,0,1,375,0
22177.72,0,0,2,6,1366,1
43765.2,0,0,2,3,1214,0
11132.39,0,0,0,1,169,0
38787.18,0,1,0,2,140,0
37182.18,0,0,0,5,107,0
80643.99,1,0,2,4,996,1
41991.73,0,0,1,5,1482,1
23075.96,0,0,1,1,1167,0
10371.16,0,1,1,2,349,1
59156.38,1,0,0,5,820,1
14016.66,0,0,1,7,1447,0
50603.62,0,0,1,1,1029,0
61058.46,0,0,0,2,1106,0
83864.42,0,0,3,6,801,1
29601.09,0,0,0,2,500,0
49460.63,1,0,1,4,1218,0
54145.55,0,0,3,1,1161,0
92725.66,1,0,0,2,1226,0
96897.18,0,0,3,5,1068,1
15967.89,1,0,0,3,25,0
14735.68,1,0,1,5,970,0
37010.92,0,0,1,0,1258,0
92746.0,0,0,3,2,969,1
45625.06,0,0,0,4,1397,0
85481.92,0,0,0,3,1042,0
57320.37,1,0,1,2,217,0
65052.79,0,0,1,1,1453,0
64862.77,1,0,2,4,722,0
95015.75,0,0,0,1,1053,0
80927.72,0,1,2,2,1159,0
34263.7,0,0,1,2,195,0
28976.07,0,0,0,3,650,0
13278.27,0,0,2,2,474,0
65843.45,0,0,1,2,491,0
4698.71,1,0,0,3,966,0
48409.37,0,0,1,8,430,0
70866.46,1,0,0,3,165,0
7890.49,0,0,0,2,43,0
27834.19,1,0,1,1,1133,1
31924.45,1,1,1,3,202,1
67171.96,1,1,2,1,572,1
81559.32,0,0,1,2,548,1
35896.46,0,0,0,0,538,0
43131.96,0,0,0,2,386,0
85915.91,0,0,2,5,312,1
70077.7,0,0,1,1,339,0
88709.93,0,0,1,2,812,0
57899.68,0,0,1,4,1360,0
91522.61,1,0,0,4,511,1
87223.83,0,0,0,2,674,0
39828.7,1,1,0,2,1204,0
10725.78,0,0,1,1,105,0
77508.09,0,0,0,1,1025,0
75517.19,0,0,0,7,1349,1
75740.37,1,0,2,6,1404,1
31871.32,0,0,0,0,1188,0
7866.77,0,1,0,1,207,0
73409.63,0,0,1,3,701,1
73881.13,0,0,2,2,714,0
69690.98,1,0,0,3,636,0
27294.66,0,1,1,6,721,1
89668.23,0,0,0,7,764,1
40871.7,0,0,2,3,1043,0
84471.18,0,1,0,0,886,0
57298.06,0,0,2,3,433,1
22077.72,1,0,2,6,516,1
38106.4,0,0,0,5,1140,0
38987.05,1,1,1,5,1467,1
71141.22,0,1,1,3,315,1
4747.2,0,0,0,8,988,0
19560.93,0,1,2,2,690,1
94255.74,1,0,0,2,685,1
72174.41,0,0,3,2,1329,1
31646.96,1,0,3,4,889,0
17954.14,0,1,1,4,1024,0
98836.71,0,0,0,2,316,0
22617.67,0,0,2,6,291,0
36374.02,0,0,0,4,735,0
5310.51,0,0,1,4,569,0
22893.92,0,0,1,2,396,0
31559.46,0,0,0,1,1159,0
33536.5,0,0,2,5,1259,1
40901.03,0,0,3,1,578,1
41496.88,0,0,2,1,807,0
13793.74,0,0,0,1,35,0
82882.13,0,1,1,3,1223,1
74582.24,0,0,0,5,759,1
44868.27,0,0,1,5,878,0
23979.69,0,0,1,3,1009,0
40907.01,1,0,1,3,689,0
50565.28,1,0,2,4,6,1
94739.76,0,0,1,3,398,0
71607.19,0,0,2,3,385,0
64917.71,0,0,2,2,293,0
31268.66,1,0,1,0,129,1
68799.29,0,0,1,2,928,0
84137.29,0,0,5,5,552,1
24790.16,1,1,1,3,404,1
74005.52,0,0,1,3,1324,0
32460.42,1,0,0,1,1388,0
79695.4,1,0,3,5,4,1
13725.36,1,1,2,3,52,1
39745.46,1,1,2,2,1070,1
99761.92,0,0,0,1,936,0
13082.49,0,0,1,5,1325,0
80070.91,0,1,2,2,737,1
46128.15,1,0,1,3,1494,1
40511.19,1,0,3,3,994,1
93847.45,0,0,0,1,1034,0
49071.27,0,1,0,5,41,1
83635.69,0,0,3,1,409,1
45984.52,0,0,0,4,52,0
35530.81,0,0,1,3,556,0
27974.12,0,0,2,2,663,0
53115.75,1,0,1,5,1263,1
4568.11,0,0,0,3,74,0
30455.76,0,0,0,7,170,0
91331.3,0,0,0,5,533,1
83933.36,1,0,1,3,816,1
57309.38,0,0,2,3,647,0
17725.03,0,0,0,1,1236,0
27476.2,0,1,0,0,1261,0
76738.59,0,0,1,5,921,0
7235.62,1,0,0,4,970,0
75983.33,0,0,2,1,1413,0
50405.5,1,1,2,4,804,1
66317.48,1,0,1,2,1304,1
95232.17,0,0,2,4,626,0
88428.65,1,0,0,6,1101,1
45172.24,1,0,1,1,1243,0
65118.75,0,1,2,4,761,1
19165.85,0,0,1,1,132,0
25708.54,0,1,2,1,489,1
16196.18,0,1,0,3,1143,0
70585.76,1,1,2,4,432,1
25040.04,1,1,2,6,33,1
59609.2,1,0,1,2,702,1
15052.78,0,0,0,2,870,0
19084.78,1,0,0,3,171,0
40911.44,0,0,2,3,166,0
54265.34,0,0,2,4,282,0
82082.75,1,0,0,6,1287,1
99469.54,0,0,1,3,1091,0
41202.48,1,0,1,3,771,1
9606.87,0,1,2,4,605,0
25973.71,1,0,1,3,104,1
22851.62,0,0,1,3,96,0
64437.92,0,0,0,3,124,0
66037.01,0,1,0,1,1263,0
52751.7,1,0,0,3,1130,0
8571.32,1,0,1,1,347,0
72154.7,0,0,0,1,536,0
24623.86,0,0,1,2,1284,0
13045.61,0,1,2,4,893,0
77372.93,1,0,6,4,1345,1
6978.87,0,1,3,0,1028,0
51595.31,0,0,0,2,59,0
93725.24,0,0,2,4,626,0
23625.89,0,0,1,2,1480,0
10904.14,0,1,0,3,653,0
98157.02,0,0,1,3,31,1
4611.32,0,0,3,3,467,0
63841.02,0,0,0,2,1305,0
55368.42,1,0,0,0,183,1
29018.02,1,0,2,1,427,0
18504.49,0,0,0,1,337,0
30478.07,0,0,3,5,1485,0
54375.01,1,0,5,4,141,1
56434.33,0,0,2,2,262,0
76243.86,1,1,2,4,1449,1
89758.9,0,0,0,4,929,0
17577.16,0,0,0,4,869,0
92879.55,0,0,1,5,585,0
14353.81,0,0,2,0,1246,0
55403.8,0,0,1,2,368,1
97315.83,0,0,1,3,700,0
96552.54,0,0,2,8,145,1
32994.65,1,0,2,3,1195,1
1517.61,0,0,3,2,262,0
39620.36,0,0,1,1,333,0
27631.7,0,0,0,3,1489,0
839.11,0,0,2,2,773,0
9215.12,0,0,4,1,1479,0
69891.67,0,0,1,2,828,1
46448.32,0,0,1,4,878,0
86875.86,1,0,1,3,362,0
57319.51,0,0,1,3,961,0
27224.51,0,0,1,1,203,0
14832.31,0,1,4,1,1460,1
45756.83,0,0,1,2,527,0
25933.74,0,1,0,3,994,0
23593.51,0,1,1,3,1022,1
68249.08,0,1,1,5,705,1
39983.99,0,0,0,2,617,0
80118.64,0,1,1,4,1221,1
51170.29,0,1,2,4,1283,0
65288.24,0,0,3,2,694,1
99930.02,0,0,2,4,1167,0
74149.65,0,0,3,2,163,1
7074.29,0,0,0,2,907,0
19641.34,0,0,3,5,555,0
39630.75,0,1,2,2,1014,1
48240.93,1,1,1,2,1280,1
85859.26,0,0,0,3,111,0
73923.76,0,1,1,3,1483,0
93935.6,0,0,0,4,307,0
2174.33,0,0,0,5,1336,0
51301.01,0,0,0,6,89,1
19359.76,0,0,0,4,49,0
40869.25,1,0,1,4,227,0
86958.96,0,1,0,0,421,1
88500.99,0,0,1,2,1189,0
20372.3,0,0,1,5,594,1
34559.0,1,0,2,4,728,1
60095.71,0,0,0,4,1140,0
61091.2,0,0,2,4,1045,0
41122.9,1,0,1,4,969,1
39349.94,0,0,2,3,8,1
11361.78,0,1,0,3,1285,0
41818.76,0,0,1,5,310,1
25656.4,0,1,0,4,687,0
90510.89,0,0,1,3,1032,0
61181.94,0,0,1,5,793,0
50748.6,0,0,0,2,1143,0
99575.25,1,0,1,5,540,1
68073.52,0,0,1,6,1032,1
38843.33,0,1,4,0,945,1
1086.97,0,0,0,1,339,0
33004.21,0,0,1,6,1291,1
62072.25,0,0,0,2,66,0
48612.6,1,0,0,3,350,0
74792.41,0,1,0,0,420,0
82957.5,1,0,0,3,818,0
80398.06,1,0,0,1,1110,1
10333.97,0,0,0,4,756,0
38773.42,0,1,1,4,727,1
73787.36,1,0,2,1,883,1
21104.45,0,0,1,2,1003,0
60616.61,0,1,2,3,902,1
97094.89,0,0,0,5,1329,0
2114.12,0,0,2,4,571,0
34322.55,0,1,0,1,1361,0
4776.71,0,0,0,2,672,0
51556.99,1,0,2,2,440,0
89603.48,0,0,0,5,1257,1
21961.58,0,0,0,2,898,0
21728.62,0,0,0,2,1024,0
85822.0,0,0,2,5,713,0
77668.88,0,0,0,1,78,0
29411.75,0,0,1,2,1285,0
3529.73,0,0,1,5,541,0
50343.1,0,0,2,5,246,1
30908.08,0,0,0,8,509,0
6320.54,1,1,1,3,575,1
7158.81,0,0,0,1,394,0
90555.55,0,1,5,2,1271,1
49422.55,1,0,0,2,1276,0
61398.45,0,0,3,2,450,1
20913.39,0,0,2,2,671,0
54496.95,0,0,1,3,357,1
60853.48,0,0,1,2,27,0
52914.48,0,1,1,4,674,1
34609.82,1,0,1,7,465,1
53598.28,1,0,0,3,11,1
62439.6,1,0,0,2,981,1
52622.22,0,1,1,3,37,1
94825.89,0,0,3,1,1309,1
53276.45,0,0,2,3,469,0
2826.04,0,1,1,3,270,0
83733.74,0,0,0,4,607,0
52079.64,1,1,2,6,627,1
88908.39,1,0,1,4,1403,1
75936.0,0,0,0,5,347,1
56425.53,0,1,1,2,1,1
511.57,1,1,0,2,73,1
82667.29,0,0,1,2,743,0
27768.73,0,0,0,2,1210,0
55723.27,0,1,0,3,564,1
26614.05,0,0,1,3,1240,0
43671.1,0,0,3,6,515,1
65710.16,0,0,0,2,999,0
40659.98,1,0,2,1,1202,1
91333.1,0,0,2,2,791,1
26846.95,0,0,0,2,146,0
85970.8,1,0,2,2,486,1
12926.78,0,0,1,3,1174,0
20101.58,0,0,2,3,879,0
83731.03,0,0,2,2,558,0
96092.52,0,0,1,2,1363,0
8111.2,0,0,1,0,1289,0
99443.57,0,0,1,5,903,0
12577.9,1,1,2,3,75,1
33408.46,0,0,1,1,311,0
81598.03,0,0,2,3,500,0
68389.73,0,0,0,0,56,0
61080.08,0,0,0,3,323,0
94243.9,0,0,1,3,630,0
88517.95,0,0,2,3,1335,0
49534.42,1,1,1,4,1203,1
15999.99,1,0,3,2,543,1
49909.94,1,0,1,0,1448,1
91459.45,0,0,0,3,1212,0
35178.67,1,0,0,1,88,1
83797.78,0,0,0,4,35,0
13946.29,0,0,0,3,1379,0
97523.63,0,0,1,4,1153,0
12577.9,0,0,0,3,364,0
84771.19,0,0,0,5,653,1
98083.58,0,1,0,7,126,1
29822.02,0,1,0,3,1086,0
29271.6,0,0,1,3,455,0
47240.27,0,0,1,0,551,0
1615.1,0,0,3,1,73,0
89546.62,0,0,2,5,372,1
38135.73,0,1,2,2,1114,0
99297.2,0,0,3,3,1067,0
21956.19,1,0,2,6,1424,1
70781.09,1,0,1,2,977,1
374.82,0,0,1,2,586,0
11604.72,0,1,2,2,339,0
34240.13,0,0,1,3,1273,0
62553.66,1,1,0,4,99,1
91875.45,0,0,2,4,413,0
88686.87,0,0,1,2,915,0
93236.03,0,1,0,5,1284,1
88435.45,0,1,1,3,614,0
88757.65,0,1,0,1,361,0
78485.53,0,0,0,3,1223,0
53517.17,0,0,2,2,1364,0
40574.13,0,0,0,4,942,0
15868.81,0,1,4,5,809,1
8791.98,0,0,1,1,103,0
15070.51,1,0,1,6,110,1
14223.4,0,0,1,1,809,0
91312.01,0,1,1,2,1116,1
45584.45,0,1,0,5,1381,1
90181.76,0,0,2,3,739,0
68548.75,0,1,0,5,1173,1
12941.21,0,0,3,3,416,0
57889.25,1,1,2,2,105,1
55831.84,0,0,2,4,874,0
58060.76,0,0,0,2,552,0
66392.52,1,0,0,6,395,1
99406.19,1,0,2,3,539,1
21011.9,0,0,2,5,1157,0
1657.2,0,0,0,3,327,0
23509.75,0,0,2,4,193,0
32991.28,0,1,1,2,1042,1
57525.52,0,0,1,6,740,1
1768.94,0,0,1,2,245,0
45786.26,0,1,2,1,958,0
30231.91,1,0,3,6,840,1
36109.89,0,0,1,3,230,0
46648.37,0,0,1,2,216,0
81013.51,0,0,4,5,206,1
64787.15,0,0,3,1,1102,1
82317.82,1,0,3,2,836,1
701.6,0,0,0,1,34,0
79157.15,0,1,1,2,125,0
97288.49,0,0,0,3,1125,0
325.07,0,0,0,0,846,0
29636.29,1,0,1,3,141,0
27636.86,0,0,1,4,11,1
82551.36,0,0,0,7,374,1
13593.53,0,0,2,5,1040,0
90984.1,0,0,0,2,1459,0
55263.36,0,0,4,3,471,1
73698.49,0,0,2,2,1321,0
99835.6,0,0,0,3,691,0
21220.16,0,0,1,2,669,0
84472.66,0,0,0,1,1173,0
52354.49,1,0,1,7,1196,1
12946.31,0,0,2,2,1481,0
54326.81,1,0,1,2,942,0
11568.34,1,0,4,4,1357,0
79327.14,1,0,0,2,834,0
10506.66,1,0,0,3,167,0
88657.79,0,1,0,2,140,1
2580.96,0,0,2,2,785,0
8826.06,0,1,2,3,1295,0
72952.3,0,0,1,2,253,0
349.3,1,0,3,1,511,1
14433.58,1,0,0,4,984,0
57739.47,0,0,1,3,156,0
35681.5,0,0,2,7,753,1
83132.45,1,1,1,3,298,1
42499.47,0,0,2,3,913,0
61001.07,0,0,1,4,1446,0
22161.16,1,0,2,5,486,1
95646.32,1,0,0,0,1242,0
74568.48,0,0,2,2,451,0
4741.5,0,0,0,4,1059,0
62824.39,1,0,1,4,1166,1
97018.38,0,0,1,2,804,0
44282.75,0,0,1,3,287,0
15969.32,0,0,1,4,1123,0
21828.66,0,1,0,1,318,0
6181.18,0,1,1,2,621,0
29767.4,1,0,0,3,131,0
1938.32,0,0,0,1,1380,0
90135.35,0,0,2,1,637,0
28683.48,0,0,1,2,421,0
64505.2,1,0,0,6,1068,1
69118.52,0,0,2,1,130,0
10417.29,0,0,2,1,721,0
23996.08,0,0,2,4,986,0
36629.05,0,0,1,4,794,0
94542.26,0,0,1,3,915,0
47052.01,0,0,2,3,129,0
10456.55,0,0,0,1,660,0
60664.28,0,0,2,0,130,1
79558.29,0,0,0,4,422,0
36337.41,1,0,2,4,493,0
78215.22,0,0,0,3,584,0
74279.46,1,0,2,7,1485,1
25993.4,0,0,1,7,940,1
4155.95,0,1,1,1,1482,0
85790.93,0,0,0,0,727,0
84287.89,0,0,0,3,656,0
79686.17,0,0,1,6,1133,0
10132.89,1,0,1,2,1073,0
130.68,0,0,0,1,29,0
39210.75,0,0,0,2,626,0
92457.79,0,0,1,4,1445,0
7612.14,0,0,3,7,318,0
42258.28,0,0,3,3,1015,0
66333.29,0,0,0,4,1235,0
750.98,0,0,1,7,153,0
750.21,1,0,2,4,259,0
79737.06,1,0,4,2,944,1
57620.52,1,1,0,5,1385,1
34110.73,0,0,1,3,1103,0
68650.53,0,0,3,3,498,1
37935.84,0,1,2,1,492,1
62443.44,0,1,1,3,228,1
59191.87,0,0,0,0,157,0
46025.13,0,0,3,4,608,0
49585.15,0,1,2,1,649,1
96229.94,0,0,1,3,226,0
12491.95,0,0,1,1,345,0
29165.95,0,0,1,4,1308,0
28678.29,0,1,1,1,394,0
22824.82,0,0,1,2,1499,0
48554.32,0,1,0,6,1440,1
92240.07,0,0,0,2,249,0
40011.48,0,0,2,2,540,0
57846.21,0,0,0,4,80,1
70603.7,0,0,0,3,358,0
23126.7,0,0,0,3,353,0
79344.65,0,1,0,3,52,1
63779.1,0,0,1,3,471,1
76290.51,1,0,0,0,666,0
23847.51,1,1,1,6,708,1
40902.82,0,0,2,5,1060,1
91500.01,0,0,0,4,579,0
9262.79,0,0,1,5,107,0
72255.58,0,0,0,4,134,0
37754.9,0,1,0,4,748,1
91456.06,1,0,1,2,1219,1
76475.2,0,1,3,3,225,1
95968.06,0,0,1,4,1269,0
86872.06,1,1,0,4,1081,1
82898.56,1,0,0,3,342,1
85662.6,0,0,0,1,811,0
4771.33,0,0,0,3,377,0
75100.8,0,1,1,3,418,1
99105.71,0,0,3,3,940,1
90025.46,0,1,0,4,1204,1
56942.68,0,0,0,4,4,0
9128.32,0,0,1,2,1157,0
76894.22,1,0,1,5,1238,1
57860.03,0,0,0,6,500,1
29086.35,1,0,1,5,958,1
36148.91,0,0,1,3,288,0
87938.94,0,0,0,2,512,0
74954.36,0,0,2,4,495,0
70077.54,1,0,1,7,531,1
42622.07,0,1,3,4,881,1
75478.34,0,0,0,4,421,0
94810.45,1,1,2,3,1144,1
40997.74,0,1,2,2,1240,0
72609.47,0,0,1,6,546,1
76800.38,0,0,1,4,552,1
84575.33,0,0,0,2,618,0
98551.08,1,0,1,1,765,1
69285.06,0,0,1,7,643,1
98619.07,0,0,0,2,163,0
85006.15,0,0,1,4,678,0
76598.1,0,0,0,4,679,0
45504.91,0,0,1,5,233,1
37942.53,0,0,1,2,580,0
22278.85,0,1,1,1,924,1
51289.37,0,1,1,1,530,1
8644.98,0,0,1,3,669,0
18322.7,1,1,2,1,1343,0
24590.29,0,0,5,2,255,0
91790.92,1,1,2,0,635,1
45179.38,0,1,0,6,10,1
40843.15,0,0,1,2,1458,0
41464.79,0,1,2,2,754,1
85810.91,0,0,1,1,783,0
16436.27,0,0,1,2,435,0
1776.09,1,0,1,3,217,0
39803.78,0,0,0,1,836,0
9922.53,1,1,3,3,148,1
29121.89,0,0,2,2,1222,0
31632.25,0,0,2,5,994,1
9513.39,0,0,3,4,882,0
88330.24,0,0,4,4,257,0
23668.72,1,0,2,3,134,1
97566.31,1,0,3,2,1213,1
66355.11,0,0,0,5,280,1
32449.47,0,0,1,3,850,0
96136.34,0,0,2,2,921,0
96187.13,0,0,0,3,994,0
8452.99,0,0,1,3,1367,0
82032.39,1,0,0,2,1213,1
34560.76,1,0,2,3,1331,1
41999.75,0,1,2,2,313,1
28875.6,1,0,0,3,14,1
59760.22,0,0,0,8,956,0
78793.31,0,0,2,4,885,0
82372.92,1,0,0,1,19,1
90564.27,0,0,0,4,1423,0
6275.39,1,0,1,5,428,1
66976.02,0,0,0,2,1270,0
78598.49,0,0,1,1,1432,0
45500.9,0,0,0,2,1455,0
9695.67,0,0,1,1,287,0
7691.27,0,0,2,2,271,0
74306.09,0,1,0,1,697,1
19387.92,1,0,0,4,436,0
12027.14,0,0,0,2,1333,0
79283.23,0,0,1,5,877,1
52448.06,0,1,1,2,251,0
31357.0,0,0,1,2,763,0
84878.98,0,0,1,1,549,0
92574.78,0,0,0,1,433,0
93463.1,0,0,1,3,11,1
73442.79,0,0,0,2,901,0
34235.66,0,0,0,2,1388,0
17545.76,0,0,1,5,1386,0
50447.79,1,0,1,4,1319,1
50223.65,0,1,1,1,553,1
46248.61,0,0,0,1,579,0
5918.52,0,0,0,1,865,0
61206.04,0,0,2,3,361,0
86352.32,0,0,3,0,1336,1
9439.95,0,0,2,3,65,0
71080.01,0,0,1,1,1128,0
62126.88,0,0,1,4,961,0
12908.83,0,1,1,2,221,0
90067.74,1,0,0,2,183,0
64208.9,0,0,0,2,1094,0
65641.5,0,1,0,3,35,1
61236.89,0,1,0,3,294,1
8708.05,1,0,3,3,851,0
93518.16,0,0,1,4,1194,0
89883.83,0,0,2,3,672,0
70264.91,1,1,1,1,315,1
18749.49,1,1,0,6,716,1
81781.87,0,0,0,4,845,0
40684.8,1,0,0,1,1180,0
35025.09,0,1,1,3,959,1
6617.52,0,0,1,5,965,0
44559.71,1,0,1,3,399,0
73214.55,0,0,1,3,1253,0
78415.47,1,0,1,4,971,0
89027.31,0,1,1,5,351,1
9671.58,0,0,1,1,564,0
91718.17,0,0,0,1,1142,0
98209.34,0,1,1,3,1246,0
30267.82,0,0,0,3,919,0
37097.75,0,1,2,2,549,1
57458.25,1,0,2,3,1325,0
43825.63,0,0,3,3,988,0
683.58,0,0,0,2,1460,0
45385.82,0,0,0,0,1056,0
64648.42,0,0,2,5,791,1
17850.53,0,0,1,0,7,0
95760.11,0,0,0,8,688,0
11988.64,0,0,1,4,1077,0
67096.35,0,1,2,4,431,1
78231.6,0,1,1,3,84,1
82622.11,0,0,2,4,549,0
6244.72,1,0,1,3,754,0
96382.69,0,1,0,3,523,0
99158.72,0,0,0,2,499,0
88822.55,0,0,1,3,564,0
55019.26,0,0,4,5,1310,1
58718.36,1,0,2,1,386,1
6087.05,0,0,1,4,1086,0
74210.76,0,0,2,2,1467,0
23947.5,1,0,0,3,1014,0
15996.18,0,0,0,7,508,0
33329.19,0,0,0,2,124,0
34012.2,0,0,1,1,351,0
74710.01,1,0,0,6,666,1
72959.21,0,0,0,5,1368,1
29941.65,0,1,1,2,874,1
52306.63,0,0,1,6,588,1
9187.89,0,0,2,5,1357,0
27576.52,0,0,0,4,855,0
66889.4,0,0,1,5,757,1
32475.74,1,0,1,0,495,0
11924.89,0,0,0,3,1421,0
24082.22,1,0,1,4,533,1
78160.52,0,0,1,4,188,0
63387.96,0,0,0,0,369,0
96047.11,0,0,1,7,985,0
44110.03,0,0,2,3,1458,0
21430.13,1,1,1,0,225,1
26418.0,0,0,0,2,1413,0
42904.46,0,0,2,3,1495,0
32255.78,0,0,1,3,972,0
22923.16,0,0,0,4,36,0
13369.33,0,0,1,1,777,0
48570.17,1,0,0,4,1226,0
80228.37,0,0,2,3,671,1
73913.54,0,0,1,2,209,1
7924.62,0,0,2,1,1256,0
16479.82,1,0,0,2,77,0
42924.74,0,0,3,6,765,1
60816.99,0,0,2,5,585,1
91595.87,0,1,0,0,837,1
59732.82,0,0,1,4,451,0
12677.2,0,1,2,3,651,0
71304.0,0,0,0,2,629,0
15673.45,0,0,1,5,1051,1
77699.16,0,0,2,3,1266,0
96454.93,1,0,1,3,357,1
57017.85,0,0,0,4,924,0
84464.23,0,1,5,2,853,1
88853.77,0,0,0,7,1030,0
41347.51,0,0,0,1,816,0
96182.48,1,0,2,2,992,1
28643.39,0,0,0,4,912,0
65486.0,0,1,0,3,1020,1
73363.62,1,0,1,2,5,1
75016.75,0,0,0,1,1180,0
6308.98,0,0,0,4,1268,0
88458.02,0,0,0,3,1062,0
209.04,0,0,0,5,602,0
26459.6,1,0,4,2,311,0
6085.23,0,0,0,4,853,0
5958.21,1,0,1,1,677,0
94866.16,0,0,1,2,42,0
71754.36,0,0,2,3,1339,1
69470.09,0,1,0,6,18,1
78602.77,0,0,0,2,1461,0
72203.32,1,0,0,3,635,0
80589.35,0,0,5,3,454,0
8018.69,0,0,0,1,234,0
73116.32,1,0,0,3,603,1
90990.15,0,1,3,6,546,1
14793.89,0,0,1,2,1073,0
58754.0,0,1,0,7,437,1
37133.15,1,1,0,5,1346,1
37634.45,1,1,0,7,736,1
76785.15,0,1,2,5,676,1
81340.01,0,1,1,5,796,1
35539.62,1,1,2,0,540,1
59753.08,1,0,2,3,263,1
81761.78,0,0,0,4,1188,0
15354.48,1,0,0,5,1487,1
70099.86,1,0,0,3,1114,1
44156.46,0,1,0,2,754,0
6379.95,0,0,1,2,167,0
61767.65,1,0,0,4,921,1
51840.38,1,1,1,4,946,1
24668.32,1,0,3,6,1266,1
1129.31,0,1,1,2,1277,0
87274.54,0,0,0,4,11,0
80957.73,0,0,2,5,823,1
76948.09,0,0,1,3,853,0
27679.58,0,0,3,3,591,0
44266.42,0,0,1,7,250,0
99927.72,1,0,1,5,31,1
24549.44,1,1,0,1,1371,1
29216.02,0,0,1,5,1490,1
73767.38,1,0,1,2,1164,1
75675.82,0,0,0,5,1378,0
7497.39,0,0,1,4,790,0
18341.62,0,0,1,0,827,0
67082.24,1,1,0,5,105,1
44052.32,0,0,0,1,606,0
47086.93,0,0,4,7,489,1
27945.35,0,0,2,2,612,0
10368.28,0,0,1,1,389,0
35305.09,1,0,0,2,1438,0
57284.66,1,0,0,2,504,1
36787.86,1,0,1,4,975,1
39080.97,1,0,1,2,442,0
21827.57,1,0,1,1,1062,1
66469.77,0,0,0,2,192,0
22053.89,1,0,1,2,1235,1
40183.52,0,0,0,0,1426,0
19862.92,0,0,2,2,223,0
12811.59,0,0,1,5,719,1
55033.37,0,0,1,3,1433,0
78174.62,0,0,0,4,475,0
3916.26,1,0,1,3,1142,0
41154.29,1,0,1,5,604,1
25462.5,0,1,0,2,1174,0
85177.48,0,0,1,3,684,0
50375.48,0,0,1,2,1144,0
95188.67,0,0,2,1,202,1
90498.78,0,0,0,1,1246,0
45822.65,1,0,1,3,252,0
10435.48,0,0,3,3,126,0
52174.97,0,0,1,2,1148,1
75594.04,0,1,0,3,640,1
7186.01,0,0,0,4,458,0
34397.35,1,1,0,2,87,1
63782.62,1,1,2,7,1091,1
73278.35,0,0,0,1,1463,0
60218.54,0,0,1,2,634,0
63191.32,1,1,1,1,536,1
83100.43,1,1,3,1,1204,1
67496.97,0,0,1,1,847,0
71420.08,0,0,0,3,536,0
53492.7,0,1,3,4,1449,1
92644.35,1,0,0,0,1305,0
63362.91,1,0,0,1,1251,1
72398.07,1,0,2,5,1151,1
49155.62,1,0,1,5,213,1
1203.53,0,0,2,0,304,0
48658.77,0,0,2,4,458,0
47813.6,1,0,2,2,1139,1
28114.71,0,0,3,3,536,0
22833.51,1,1,0,5,920,1
29370.39,0,0,1,2,545,0
83618.69,0,0,3,2,646,1
47230.87,0,0,0,4,396,0
60638.03,0,0,1,5,428,1
29543.2,0,0,0,3,1291,0
18693.61,0,0,0,1,931,0
30606.35,0,0,0,1,1087,0
8457.3,0,0,3,3,49,0
83850.73,0,0,1,2,46,1
51704.42,0,0,0,4,869,0
80273.97,0,0,1,6,1042,1
93807.87,0,0,1,3,1309,0
48430.94,0,1,0,4,436,0
64004.84,1,0,2,4,235,1
3429.55,0,1,1,3,749,0
98964.84,0,0,2,5,741,0
85424.57,1,1,1,0,248,1
88318.46,1,0,0,6,1158,1
2133.87,0,1,3,2,458,1
56340.63,1,0,0,4,1257,1
60054.39,0,0,1,1,601,0
51692.81,0,0,1,2,943,0
64769.95,0,1,2,3,184,1
4684.8,1,0,0,3,602,0
39072.64,1,0,0,3,512,0
88557.69,0,0,3,2,901,1
51995.31,0,0,2,3,541,0
11178.06,1,1,0,5,1213,1
31999.75,0,0,0,4,892,0
9016.62,0,1,3,4,225,1
31612.9,0,0,3,3,172,1
2187.53,0,1,1,2,297,0
75334.66,0,0,1,2,1493,0
19760.55,1,0,0,3,1168,0
79052.99,0,0,1,5,1416,1
89241.26,0,0,0,1,1181,0
85306.0,0,0,1,5,1334,1
62141.52,0,0,2,4,839,0
79117.44,1,0,0,4,231,1
15270.34,0,1,1,1,483,0
50411.79,0,0,2,2,555,0
57099.65,0,0,1,6,1403,1
41677.63,0,0,0,1,1125,0
13981.93,0,0,0,4,836,0
96248.86,0,0,3,3,707,1
267.21,0,0,0,3,1192,0
37088.45,0,1,1,3,464,0
69223.3,0,0,2,1,998,0
65831.66,0,0,0,0,985,0
10279.81,0,0,1,6,910,0
20157.19,1,1,1,4,1351,1
67940.08,0,0,0,3,734,0
54943.37,0,0,1,4,945,0
19540.56,0,0,0,4,1412,0
